Acronyms,"HWD:Hazardouswastedisposed,NHWD:Non-hazardouswastedisposed,RWD:Radioactivewastedisposed,CRU:Componentsforreuse,MFR:Materialforrecycling,MER:Materials",
ClimateImpact Indicator,Unit,A1-A3,A4,,B2,B3-B7,C1,C2,C3,C4,
*GHG-GWP,"kg CO, eq",1.72E+01,3.15E+00,A5 4.62E+00,B1 0.00E+00,1.05E+00 0.00E+00,0.00E+00,1.84E-01,0.00E+00,5.08E-01,-4.77E-01
