Indicator,Unit,A1-A3,A4,A5,B1,B2,B3,B4,B5,B6,B7,C1,,C3,,
GWP-GHG,kg C02eq,4.43,0.135,0.3,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.126,0.807,-5.57
