,id,factor_id,property_name,property_value,unit,description,data_entry_by,formula
333,1819174491344084998,1819174491180371968,Cardboard_Weight,0.067,kg,,吴宇森,
334,1819174491344084999,1819174491180371968,Film_PE_Weight,0.001,kg,,吴宇森,
335,1819174491344085000,1819174491180371968,Pallet_Weight,0.062,kg,,吴宇森,
336,1819174491344085001,1819174491180371968,Total_packaging_Weight,0.314,kg,,吴宇森,
337,1819174491344085002,1819174491180371968,TOTAL_Product_with_packaging_Weight,1.314,kg,,吴宇森,
338,1819174888523702272,1819174888372572160,Wood_spruce_Weight,409.7,kg,,吴宇森,
339,1819174888523702273,1819174888372572160,Wood_birch_Weight,9.4,kg,,吴宇森,
340,1819174888523702274,1819174888372572160,Phenolic_resin_Weight,20.9,kg,,吴宇森,
341,1819174888523702275,1819174888372572160,Hardener_Weight,4.1,kg,,吴宇森,
342,1819174888523702276,1819174888372572160,Protective_agents_Weight,0.4,kg,,吴宇森,
343,1819174888523702277,1819174888372572160,Phenolic_films_Weight,15.3,kg,,吴宇森,
344,1819174888523702278,1819174888372572160,Adhesives_Weight,0.2,kg,,吴宇森,
345,1819174888523702279,1819174888372572160,TOTAL_Weight,460.0,kg,,吴宇森,
346,1819174888523702280,1819174888372572160,Corrugated_board_Weight,2.6,kg,,吴宇森,
347,1819174888523702281,1819174888372572160,Plastic_band_polyester_Weight,0.2,kg,,吴宇森,
348,1819174888523702282,1819174888372572160,Plastic_wrap_LDPE_Weight,0.1,kg,,吴宇森,
349,1819174888523702283,1819174888372572160,Bed_timber_Weight,3.8,kg,,吴宇森,
350,1819174888523702284,1819174888372572160,Plywood_Weight,2.2,kg,,吴宇森,
351,1819174888523702285,1819174888372572160,TOTAL_Packaging_materials_Weight,6.32,kg,,吴宇森,
352,1819175094883459072,1819175094732328960,Aggregate,725.0,kg,,吴宇森,
353,1819175094883459073,1819175094732328960,Binder,65.0,kg,,吴宇森,
354,1819175094883459074,1819175094732328960,Reclaimed_asphalt,210.0,kg,,吴宇森,
355,1819175094883459075,1819175094732328960,Weight,1000.0,kg,,吴宇森,
356,1819175486459486208,1819175486337716224,Aggregate,725.0,kg,,吴宇森,
357,1819175486459486209,1819175486337716224,Binder,65.0,kg,,吴宇森,
358,1819175486459486210,1819175486337716224,Reclaimed_asphalt,210.0,kg,,吴宇森,
359,1819175486459486211,1819175486337716224,Weight,1000.0,kg,,吴宇森,
360,1819175992338685952,1819175992183361536,Aggregate,955.0,kg,,吴宇森,
361,1819175992338685953,1819175992183361536,Binder,45.0,kg,,吴宇森,
362,1819175992338685954,1819175992183361536,Weight,1000.0,kg,,吴宇森,
363,1819176089105473536,1819176088983703552,Aggregate,952.0,kg,,吴宇森,
364,1819176089105473537,1819176088983703552,Binder,48.0,kg,,吴宇森,
365,1819176089105473538,1819176088983703552,Weight,1000.0,kg,,吴宇森,
366,1819177346092244992,1819177345957892096,Wood_birch_Weight,550.8,kg,,吴宇森,
367,1819177346092244993,1819177345957892096,Moisture_Weight,55.1,kg,,吴宇森,
368,1819177346092244994,1819177345957892096,Adhesive_resin_Weight,48.4,kg,,吴宇森,
369,1819177346092244995,1819177345957892096,Hardeners_and_fillers_Weight,9.4,kg,,吴宇森,
370,1819177346092244996,1819177345957892096,Phenolic_coatings_Weight,15.5,kg,,吴宇森,
371,1819177346092244997,1819177345957892096,Edge_sealing_Weight,0.4,kg,,吴宇森,
372,1819177346092244998,1819177345957892096,Others_composing_adhesives_and_fillers_Weight,0.3,kg,,吴宇森,
373,1819177346092244999,1819177345957892096,TOTAL_Adhesive_and_Filler_Weight,680.0,kg,,吴宇森,
374,1819177346092245000,1819177345957892096,Bed_timber_Weight,13.2,kg,,吴宇森,
375,1819177346092245001,1819177345957892096,Plywood_Weight,9.6,kg,,吴宇森,
376,1819177346092245002,1819177345957892096,Cardboard_Weight,0.8,kg,,吴宇森,
377,1819177346092245003,1819177345957892096,Polyester_band_Weight,0.2,kg,,吴宇森,
378,1819177346092245004,1819177345957892096,Plastic_wrap_LDPE_Weight,1.4,kg,,吴宇森,
379,1819177346092245005,1819177345957892096,TOTAL_Packaging_materials_Weight,25.1,kg,,吴宇森,
380,1819177982221361152,1819177982078619648,Wood_Birch_Weight,561.4,kg,,吴宇森,
381,1819177982221361153,1819177982078619648,Wood_Spruce_Weight,0.8,kg,,吴宇森,
382,1819177982221361154,1819177982078619648,Moisture_Weight,56.3,kg,,吴宇森,
383,1819177982221361155,1819177982078619648,Adhesive_Resin_Weight,50.9,kg,,吴宇森,
384,1819177982221361156,1819177982078619648,Hardeners_and_Fillers_Weight,10.4,kg,,吴宇森,
385,1819177982221361157,1819177982078619648,Others_Weight,0.2,kg,,吴宇森,
386,1819177982221361158,1819177982078619648,TOTAL_Weight,680.0,kg,,吴宇森,
387,1819177982221361159,1819177982078619648,Bed_Timber_Weight,12.3,kg,,吴宇森,
388,1819177982221361160,1819177982078619648,Plywood_Weight,10.6,kg,,吴宇森,
389,1819177982221361161,1819177982078619648,Cardboard_Weight,0.8,kg,,吴宇森,
390,1819177982221361162,1819177982078619648,Polyester_Band_Weight,0.2,kg,,吴宇森,
391,1819177982221361163,1819177982078619648,Plastic_Wrap_LDPE_Weight,1.4,kg,,吴宇森,
392,1819177982221361164,1819177982078619648,TOTAL_Packaging_Materials_Weight,25.3,kg,,吴宇森,
393,1819178898517401600,1819178898294968320,Weight,674.0,kg,,吴宇森,
394,1819178898517401601,1819178898294968320,"Post-consumer material, weight-%",0.0,,,吴宇森,
395,1819178898517401602,1819178898294968320,"Biogenic material, weight- kg",283.0,kg,,吴宇森,
396,1819178898517401603,1819178898294968320,Weight,47.8,kg,,吴宇森,
397,1819178898517401604,1819178898294968320,"Post-consumer material, weight-%",0.0,,,吴宇森,
398,1819178898517401605,1819178898294968320,"Biogenic material, weight- kg",0.0,kg,,吴宇森,
399,1819178898517401606,1819178898294968320,Weight,110.0,kg,,吴宇森,
400,1819178898517401607,1819178898294968320,"Post-consumer material, weight-%",19.0,,,吴宇森,
401,1819178898517401608,1819178898294968320,"Biogenic material, weight- kg",0.0,kg,,吴宇森,
402,1819178898517401609,1819178898294968320,Weight,7.37,kg,,吴宇森,
403,1819178898517401610,1819178898294968320,"Post-consumer material, weight-%",19.0,,,吴宇森,
404,1819178898517401611,1819178898294968320,"Biogenic material, weight- kg",0.0,kg,,吴宇森,
405,1819178898517401612,1819178898294968320,Weight,0.71,kg,,吴宇森,
406,1819178898517401613,1819178898294968320,"Post-consumer material, weight-%",0.0,,,吴宇森,
407,1819178898517401614,1819178898294968320,"Biogenic material, weight- kg",0.0,kg,,吴宇森,
408,1819178898517401615,1819178898294968320,Weight,0.7,kg,,吴宇森,
409,1819178898517401616,1819178898294968320,"Post-consumer material, weight-%",0.0,,,吴宇森,
410,1819178898517401617,1819178898294968320,"Biogenic material, weight- kg",0.35,kg,,吴宇森,
411,1819178898517401618,1819178898294968320,Total Weight,841.0,kg,,吴宇森,
412,1819178898517401619,1819178898294968320,"Total Post-consumer material, weight-%",2.65,,,吴宇森,
413,1819178898517401620,1819178898294968320,"Total Biogenic material, weight- kg",283.0,kg,,吴宇森,
414,1819179882568228864,1819179882433875968,Sand_Weight,0.4,kg,,吴宇森,
415,1819179882568228865,1819179882433875968,Sand_Weight,0.6,kg,,吴宇森,
416,1819179882568228866,1819179882433875968,Cement_Weight,0.3,kg,,吴宇森,
417,1819179882568228867,1819179882433875968,Cement_Weight,0.4,kg,,吴宇森,
418,1819179882568228868,1819179882433875968,Pulp_Weight,0.07,kg,,吴宇森,
419,1819179882568228869,1819179882433875968,Pulp_Weight,0.08,kg,,吴宇森,
420,1819179882568228870,1819179882433875968,Additives_Weight,0.03,kg,,吴宇森,
421,1819179882568228871,1819179882433875968,Additives_Weight,0.1,kg,,吴宇森,
422,1819181596641861632,1819181596515897344,Cement,0.3,kg,,吴宇森,
423,1819181596641861633,1819181596515897344,Pulp,0.1,kg,,吴宇森,
424,1819181596641861634,1819181596515897344,Additives,0.6,kg,,吴宇森,
425,1819181752271511552,1819181752145547264,Additives,0.85,,,吴宇森,
426,1819181752271511553,1819181752145547264,Extenders,3.0,,,吴宇森,
427,1819181752271511554,1819181752145547264,Solvents,79.32,,,吴宇森,
428,1819181752271511555,1819181752145547264,Resins,16.83,,,吴宇森,
429,1819181752271511556,1819181752145547264,Pigments,0.0,,,吴宇森,
430,1819181961718276096,1819181961558757376,Aggregate_Weight,958.0,kg,,吴宇森,
431,1819181961718276097,1819181961558757376,Binder_Weight,42.0,kg,,吴宇森,
432,1819181961718276098,1819181961558757376,TOTAL_Product_Weight,1000.0,kg,,吴宇森,
433,1819181961718276099,1819181961558757376,TOTAL_Packaging_Materials_Weight,0.0,kg,,吴宇森,
434,1819182055360307200,1819182055200788480,Aggregate,813.0,kg,,吴宇森,
435,1819182055360307201,1819182055200788480,Binder,42.0,kg,,吴宇森,
436,1819182055360307202,1819182055200788480,Reclaimed asphalt,145.0,kg,,吴宇森,
437,1819182055360307203,1819182055200788480,Weight,1000.0,kg,,吴宇森,
438,1819184260901511168,1819184260771352576,Aggregate,717.0,kg,,吴宇森,
439,1819184260901511169,1819184260771352576,Binder,42.0,kg,,吴宇森,
440,1819184260901511170,1819184260771352576,Reclaimed_asphalt,241.0,kg,,吴宇森,
441,1819184260901511171,1819184260771352576,Weight,1000.0,kg,,吴宇森,
442,1819185217643225088,1819185217513066496,Net weight,225.42,kg,,吴宇森,
443,1819185217643225089,1819185217513066496,Net weight,204.61,kg,,吴宇森,
444,1819185217643225090,1819185217513066496,Net weight,43.35,kg,,吴宇森,
445,1819185217643225091,1819185217513066496,Net weight,602.37,kg,,吴宇森,
446,1819185217643225092,1819185217513066496,"Weight, kg",16.12,kg,,吴宇森,
447,1819185217643225093,1819185217513066496,"Weight, kg",3.5,kg,,吴宇森,
448,1819185217643225094,1819185217513066496,"Weight, kg",0.38,kg,,吴宇森,
449,1819185217643225095,1819185217513066496,"Weight, kg",0.12,kg,,吴宇森,
450,1819185217643225096,1819185217513066496,"Weight, kg",20.12,kg,,吴宇森,
451,1819185388124905472,1819185387990552576,Iron_ore,62.4,,,吴宇森,
452,1819185388124905473,1819185387990552576,Lignite,20.0,,,吴宇森,
453,1819185388124905474,1819185387990552576,Limestone,6.9,,,吴宇森,
454,1819185388124905475,1819185387990552576,Iron_scrap,3.4,,,吴宇森,
455,1819185388124905476,1819185387990552576,Iron_scrap,100.0,kg,,吴宇森,
456,1819185388124905477,1819185387990552576,Lime,2.9,,,吴宇森,
457,1819185388124905478,1819185387990552576,Processing_raw_material_Steelmake,2.2,,,吴宇森,
458,1819185388124905479,1819185387990552576,Dolomite,0.9,,,吴宇森,
459,1819185388124905480,1819185387990552576,Others,1.3,,,吴宇森,
460,1819185388124905481,1819185387990552576,Weight,100.0,,,吴宇森,
461,1819185388124905482,1819185387990552576,Steel_band,99.9,,,吴宇森,
462,1819185388124905483,1819185387990552576,Fastener,0.1,,,吴宇森,
