,id,factor_id,uuid,value,ghg_type,boundary,formula,description
190,1818431250382327810,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,17.939999999999998,CO2,A4-A5,,
191,1818431250382327811,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,17.939999999999998,Total,A4-A5,,
192,1818431250382327812,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,1196.6,CO2,C1-C4,,
193,1818431250382327813,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,1196.6,Total,C1-C4,,
194,1818431250382327814,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,-569.0,CO2,D,,
195,1818431250382327815,1818431250344579072,50646609-24b0-4290-ad88-13d924ea4818,-569.0,Total,D,,
196,1818431456469454848,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,1.84,CO2,A1-A3,,
197,1818431456469454849,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,1.84,Total,A1-A3,,
198,1818431456469454850,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,0.243,CO2,A4-A5,,
199,1818431456469454851,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,0.243,Total,A4-A5,,
200,1818431456469454852,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,0.66227,CO2,C1-C4,,
201,1818431456469454853,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,0.66227,Total,C1-C4,,
202,1818431456469454854,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,-0.378,CO2,D,,
203,1818431456469454855,1818431456444289024,ecc7f2b6-cbca-4e0e-ad7b-a46ff50735ac,-0.378,Total,D,,
204,1818431586052476928,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,6.6,CO2,A1-A3,,
205,1818431586052476929,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,6.6,Total,A1-A3,,
