Impactcategory,Unit,"AC P(ACbase),ACP(ACbase) and surf),AC16D",(ACbase,,with and,"RA,AC16PD(ACbaSe surf) PN;AC22PN;AC16PN;",withRA
,AC32PS;AC22PS;AC16PS;AC32F AC32PL;AC22PL;AC16PL;AC16PD,,,,,,
GWP-GHG,kg cO2eq.,A1-A3 59.53,C1 1.21,C2 5.19,C3 0.70,C4 0.00,D -25.26
