Impactcategory,Unit,1
"ACVS(ACsurf),SMAS&TM,SMAN&SMAAAS,BBTM，SAMI"
A1-A3,C1,C2,,C4,
GWP-GHG,kgCO2eq.,114.00,1.21,5.19,C3 0.70,0.00,D -80.30
