Acronyms,"HWD:Hazardouswastedisposed,NHWD:Non-hazardouswastedisposed,RWD:Radioactivewastedisposed,CRU:Componentsforreuse,MFR:Materialforrecycling,MER:Materials",
ClimateImpact,,A1-A3,,,,B2,B3-B7,,,,
Indicator *GHG-GWP,"Unit kg CO, eq",1.60E+03,A4 1.50E+02,A5 2.57E+02,B1 0.00E+00,1.31E+01,0.00E+00,C1 0.00E+00,C2 1.39E+01,C3 0.00E+00,C4 6.90E+01 -4.11E+01
