id,factor_id,uuid,value,ghg_type,boundary,formula,description
1818422745109762054,1818422745080401920,b37b9cfe-b1f4-489a-a31a-1b2d0e29c4ef,,CO2,C1-C4,,
1818422745109762055,1818422745080401920,b37b9cfe-b1f4-489a-a31a-1b2d0e29c4ef,,Total,C1-C4,,
1818422745109762056,1818422745080401920,b37b9cfe-b1f4-489a-a31a-1b2d0e29c4ef,,CO2,D,,
1818422745109762057,1818422745080401920,b37b9cfe-b1f4-489a-a31a-1b2d0e29c4ef,,Total,D,,
1818422766194528256,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,CO2,A1-A3,,
1818422766194528257,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,Total,A1-A3,,
1818422766194528258,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,CO2,A4-A5,,
1818422766194528259,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,Total,A4-A5,,
1818422766194528260,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,CO2,B1-B7,,
1818422766194528261,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,Total,B1-B7,,
1818422766194528262,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,CO2,C1-C4,,
1818422766194528263,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,Total,C1-C4,,
1818422766194528264,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,CO2,D,,
1818422766194528265,1818422766177751040,3428af76-669a-46bb-8b77-37a4eed34dcf,,Total,D,,
1818422866006380544,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,CO2,A1-A3,,
1818422866006380545,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,Total,A1-A3,,
1818422866006380546,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,CO2,A4-A5,,
1818422866006380547,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,Total,A4-A5,,
1818422866006380548,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,CO2,B1-B7,,
1818422866006380549,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,Total,B1-B7,,
1818422866006380550,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,CO2,C1-C4,,
1818422866006380551,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,Total,C1-C4,,
1818422866006380552,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,CO2,D,,
1818422866006380553,1818422865985409024,57110e25-dc5b-4e31-b93e-ed8380a352d7,,Total,D,,
1818423001079746560,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,2610.0,CO2,A1-A3,,
1818423001079746561,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,2610.0,Total,A1-A3,,
1818423001079746562,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,515.0,CO2,A4-A5,,
1818423001079746563,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,515.0,Total,A4-A5,,
1818423001079746564,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,701.5,CO2,C1-C4,,
1818423001079746565,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,701.5,Total,C1-C4,,
1818423001079746566,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,-7.16,CO2,D,,
1818423001079746567,1818423001021026304,1d186ee8-f34c-4215-94d6-7a5180ca730b,-7.16,Total,D,,
1818423045140910080,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,CO2,A1-A3,,
1818423045140910081,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,Total,A1-A3,,
1818423045140910082,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,CO2,A4-A5,,
1818423045140910083,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,Total,A4-A5,,
1818423045140910084,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,CO2,B1-B7,,
1818423045140910085,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,Total,B1-B7,,
1818423045140910086,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,CO2,C1-C4,,
1818423045140910087,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,Total,C1-C4,,
1818423045140910088,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,CO2,D,,
1818423045140910089,1818423045119938560,e23a0f2a-6bb6-430c-ab5d-b9ebdcb8313d,,Total,D,,
1818423069803417600,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,CO2,A1-A3,,
1818423069803417601,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,Total,A1-A3,,
1818423069803417602,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,CO2,A4-A5,,
1818423069803417603,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,Total,A4-A5,,
1818423069803417604,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,CO2,B1-B7,,
1818423069803417605,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,Total,B1-B7,,
1818423069803417606,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,CO2,C1-C4,,
1818423069803417607,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,Total,C1-C4,,
1818423069803417608,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,CO2,D,,
1818423069803417609,1818423069790834688,c4021295-89a6-4379-8a12-28e85e47fc66,,Total,D,,
1818423176997244928,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,CO2,A1-A3,,
1818423176997244929,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,Total,A1-A3,,
1818423176997244930,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,CO2,A4-A5,,
1818423176997244931,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,Total,A4-A5,,
1818423176997244932,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,CO2,B1-B7,,
1818423176997244933,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,Total,B1-B7,,
1818423176997244934,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,CO2,C1-C4,,
