id,factor_id,property_name,property_value,unit,description,data_entry_by,formula
1818846335819063297,1818846335667933184,Masterbatch,0.05,kg,,吴宇森,
1818846335819063298,1818846335667933184,Weight,1.0,kg,,吴宇森,
1819108565181538304,1819108565084934144,Weight,0.105,kg/m2,,吴宇森,
1819108565181538305,1819108565084934144,Cardboard,0.015,kg,,吴宇森,
1819108565181538306,1819108565084934144,Plastic film,0.003,kg,,吴宇森,
1819108565181538307,1819108565084934144,Wooden pallet,0.04,kg,,吴宇森,
1819108565181538308,1819108565084934144,Weight,0.059,kg,,吴宇森,
1819109424875446272,1819109424783036416,ReviWool®,0.348,kg,,吴宇森,
1819109424875446273,1819109424783036416,Polyamide,0.087,kg,,吴宇森,
1819109424875446274,1819109424783036416,Weight,0.435,kg,,吴宇森,
1819109542504701952,1819109542378737664,Cardboard,0.015,kg,,吴宇森,
1819109542504701953,1819109542378737664,Plastic_film,0.003,kg,,吴宇森,
1819109542504701954,1819109542378737664,Wooden_pallet,0.04,kg,,吴宇森,
1819109542504701955,1819109542378737664,Weight,0.059,kg/kg,,吴宇森,
1819109856771317760,1819109856678907904,Wool®,0.449,kg,,吴宇森,
1819109856771317761,1819109856678907904,Polyamide,0.192,kg,,吴宇森,
1819109856771317762,1819109856678907904,Weight,0.641,kg,,吴宇森,
1819110020022018048,1819110019925413888,Cardboard,0.015,kg,,吴宇森,
1819110020022018049,1819110019925413888,Plastic_film,0.003,kg,,吴宇森,
1819110020022018050,1819110019925413888,Wooden_pallet,0.04,kg,,吴宇森,
1819110020022018051,1819110019925413888,TOTAL_Packaging_Materials,0.059,kg/kg,,吴宇森,
1819110020022018052,1819110019925413888,TOTAL_weight_per_m2,0.155,kg/m2,,吴宇森,
