Fase di prodizione,,Fase di costruzione,Fase d'uso,,,Fine vita,,Recupero delle risorse
"e combustibili primari ,elettricita e",,,,,,"osn,p osn,p fase fase",,,riciclo
"Estrazione materie prime,",iproduzione p sito a,icostruzione i produzione sito a,,Manutenzione,,i energia durante l p,a durante demolizione acqua P.,rifiuti Trasporto dei rifiuti,recupero- rifiuti - riuso dei
Moduli,Trasporto A1 A2,Trasporto Fase( A3 A4,Installazione Utilizzo A5 B1,Riparazione B2 B3,Ristrutturazione Sostituzione B4 B5,Consumo Consumo ( B6 B7,"Smaltimento, C1 C2",Trattamento dei r C3,Smaltimento ( Potenziale c C4 D
Moduli x dichiarati,x,x ND,ND x,x x,x,x x,x x,x x,x x
Scopo geografico,IT IT,IT ND,ND IT,IT,IT IT,IT IT,IT IT,IT IT,IT IT
Dati specifici utilizzati Variazione-,>90 %,ND,ND,,,,,,
prodotti *,0%,ND,ND,,,,,,
Variazione- siti*,0%,ND,ND,,,,,,
