Indicator Unit,A1-A3 A4,A5,B1,B2,B3,B4,B5,B6,B7,C1,,,,
GWP-GHG kg C02eq,4.91E+00 1.35E-01,,3.03E-01,0.00E+00,1.63E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E-01 1.26E-01,7.55E-01,-4.91E+00
