,,,,ResultspertonneofDiamondSeries,,,,,,,,,,,
Indicator,Unit,A1- A3,A4,A5,B1,B2,B3,B4,B5,B6,B7,C1 C2,C3,C4,D
GWP- GHG1,kgCO2 eq.,8.15E +03,2.25E +02,6.67E +01,0.00E +00,0.00E +00,0.00E +00,0.00E +00,0.00E +00,0.00E +00,0.00E +00,0.00E +00,4.13E +01,1.92E +00,3.90E +00,4.67E +03
