Indicator Unit,A1-A3 A4,A5,B1,B2,B3,B4,B5,B6,B7,C1,,,,
GWP-GHG kg C02eq,4.91E+00 1.35E-01,,0.303,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,1.35E-01 1.26E-01,0.755,-4.91
