Indicator,Unit,A1-A3,A4,A5,B1,B2,B3,B4,B5,B6,B7,C1,,C3,,
GWP-GHG,kg C02eq,4.43E+00,1.35E-01,3.00E-01,0.00E+00,1.63E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.35E-01,1.26E-01,8.07E-01,-5.57E+00
