Characteristics,YarnV Weight [kg/m²],Product Weight [kg/m²],Product Thickness [mm]
DESSOGrezzo,6.50E-01,4.10E+00,7.00E+00
DESSOGrezzoBloom
DESSOGrezzoVivid
